City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
239,Nuuk,GL,64.1835,-51.7216,27.21,86,90,25.32,snow
240,Prince Rupert,CA,54.3161,-130.3201,44.69,87,90,11.5,moderate rain
241,Kupang,ID,-10.1667,123.5833,88.38,70,20,10.36,few clouds
242,Krasnyy Chikoy,RU,50.3643,108.7512,17.38,79,100,1.9,overcast clouds
243,Mapiripan,CO,2.8892,-72.1256,74.19,71,85,2.1,overcast clouds
244,Impfondo,CG,1.6381,18.0667,70.97,86,95,0.81,overcast clouds
245,Vardo,NO,70.3705,31.1107,35.56,86,100,23.22,overcast clouds
246,Lata,PT,40.1629,-8.3327,57.92,77,87,6.85,overcast clouds
247,Kaitangata,NZ,-46.2817,169.8464,54.68,92,100,6.6,light rain
248,Davila,PH,18.4726,120.5763,87.78,65,32,20.24,scattered clouds
249,Kangaatsiaq,GL,68.3065,-53.4641,13.03,67,95,14.12,overcast clouds
250,Nedjo,ET,9.5046,35.5019,60.13,60,47,2.17,scattered clouds
251,Maketu,NZ,-37.7667,176.45,71.76,69,100,6.51,overcast clouds
252,Pochutla,MX,15.7432,-96.4661,78.62,72,62,2.98,broken clouds
253,Matara,LK,5.9485,80.5353,84.36,66,60,12.64,broken clouds
254,Boromo,BF,11.75,-2.9333,75.85,23,5,5.48,clear sky
255,Kashi,CN,39.4547,75.9797,33.01,43,0,6.71,clear sky
256,Saldanha,ZA,-33.0117,17.9442,53.65,85,14,12.59,few clouds
257,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,16.11,scattered clouds
258,Candido Mendes,BR,-1.4467,-45.7167,76.23,94,54,4.0,broken clouds
259,Cherskiy,RU,68.75,161.3,-15.5,95,5,4.18,clear sky
260,Gat,IL,31.61,34.7642,62.4,67,74,8.52,broken clouds
261,Darnah,LY,32.767,22.6367,63.54,76,54,21.52,broken clouds
262,Eydhafushi,MV,5.1033,73.0708,82.33,72,72,18.86,broken clouds
263,Isetskoye,RU,56.4858,65.3226,26.6,84,100,13.73,overcast clouds
264,Lebu,CL,-37.6167,-73.65,52.7,94,25,16.04,scattered clouds
265,Gorzow Wielkopolski,PL,52.7368,15.2288,53.58,75,100,5.99,overcast clouds
266,Torbay,CA,47.6666,-52.7314,54.28,94,90,32.21,light intensity drizzle
267,Mersing,MY,2.4312,103.8405,80.51,89,40,0.0,light rain
268,Svetlyy,RU,54.675,20.1347,50.05,72,77,22.64,broken clouds
269,Garut,ID,-7.2024,107.8878,79.86,75,100,2.71,overcast clouds
270,Suntar,RU,62.1444,117.6319,1.89,90,100,2.33,overcast clouds
271,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.24,99,82,1.54,broken clouds
272,La Ronge,CA,55.1001,-105.2842,26.82,86,90,5.75,overcast clouds
273,Yako,BF,12.9667,-2.2667,75.63,19,4,9.24,clear sky
274,Gayny,RU,60.3071,54.3241,24.13,94,100,8.81,overcast clouds
275,Martapura,ID,-3.4167,114.85,82.49,78,40,5.75,scattered clouds
276,Balkhash,KZ,46.844,74.9804,5.61,78,90,15.66,mist
277,Tezu,IN,27.9167,96.1667,76.69,28,0,2.95,clear sky
278,Sokoni,TZ,-6.4333,39.55,76.86,72,71,3.67,broken clouds
279,Rosarito,MX,32.3333,-117.0333,60.1,84,33,5.7,scattered clouds
280,Sao Filipe,CV,14.8961,-24.4956,78.1,77,100,3.27,overcast clouds
281,Lasa,IT,46.6166,10.7002,43.68,55,9,3.85,clear sky
282,Komsomolskiy,UZ,40.4272,71.7189,27.32,74,0,4.61,clear sky
283,Prado,BR,-17.3411,-39.2208,75.65,91,76,10.6,broken clouds
284,Hobyo,SO,5.3505,48.5268,79.18,64,21,12.53,few clouds
285,Oistins,BB,13.0667,-59.5333,78.89,78,40,16.11,scattered clouds
286,Caravelas,BR,-17.7125,-39.2481,76.14,89,83,9.95,broken clouds
287,Ukiah,US,39.1502,-123.2078,56.05,92,90,3.44,overcast clouds
288,Talas,TR,38.6908,35.5538,38.07,93,75,0.0,broken clouds
289,Alofi,NU,-19.0595,-169.9187,84.09,70,11,11.5,few clouds
290,Dahanu,IN,19.9667,72.7333,82.6,64,98,5.14,overcast clouds
291,San Joaquin,US,37.9333,-121.3011,59.58,87,75,8.05,haze
292,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.44,96,100,5.28,light rain
293,Uaua,BR,-9.8414,-39.4817,72.86,71,8,12.24,clear sky
294,Dobryanka,RU,58.4619,56.4165,28.26,95,100,8.43,light snow
295,Lavrentiya,RU,65.5833,-171.0,4.77,69,22,6.29,few clouds
296,Arman,RU,59.7,150.1667,18.09,79,70,8.97,broken clouds
297,Namatanai,PG,-3.6667,152.4333,83.35,70,97,4.12,overcast clouds
298,Khash,IR,28.2211,61.2158,48.52,22,0,3.85,clear sky
299,Ekhabi,RU,53.5102,142.9671,28.85,84,95,18.43,overcast clouds
300,Neiafu,TO,-18.65,-173.9833,84.88,74,20,5.75,few clouds
301,Nhulunbuy,AU,-12.2333,136.7667,90.21,55,75,19.57,broken clouds
302,Liverpool,GB,53.4106,-2.9779,51.69,83,90,1.01,overcast clouds
303,Ilesha,NG,7.1371,5.2583,71.69,99,63,2.26,broken clouds
304,Nantucket,US,41.2835,-70.0995,45.09,53,20,19.57,few clouds
305,Sirari,TZ,-1.2333,34.4333,62.49,75,75,3.42,broken clouds
306,Bosaso,SO,11.2842,49.1816,77.7,55,60,4.88,broken clouds
307,Victoria,HK,22.2855,114.1577,81.97,79,32,1.99,scattered clouds
308,Kitob,UZ,39.0843,66.8332,30.78,32,0,0.81,clear sky
309,Kidal,ML,18.4411,1.4078,73.51,14,91,11.03,overcast clouds
310,Gigmoto,PH,13.7796,124.39,83.5,79,70,4.65,broken clouds
311,Byron Bay,AU,-28.65,153.6167,87.76,62,16,18.61,few clouds
312,Sooke,CA,48.3746,-123.7276,47.01,88,85,12.66,overcast clouds
313,Arraial Do Cabo,BR,-22.9661,-42.0278,73.15,92,100,13.09,overcast clouds
314,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,3.44,broken clouds
315,Nyurba,RU,63.2842,118.3319,-4.52,94,100,2.57,overcast clouds
316,Vestmanna,FO,62.1564,-7.1664,40.12,87,90,1.14,overcast clouds
317,Wawa,NG,9.9022,4.4192,74.01,41,49,2.59,scattered clouds
318,Acajutla,SV,13.5928,-89.8275,79.11,72,91,5.01,overcast clouds
319,Loa Janan,ID,-0.583,117.095,85.87,72,99,3.76,overcast clouds
320,Songjianghe,CN,42.1859,127.479,39.92,43,10,6.6,clear sky
321,Benghazi,LY,32.1167,20.0667,67.01,67,6,19.6,clear sky
322,Tasiilaq,GL,65.6145,-37.6368,24.96,76,100,4.65,overcast clouds
323,Ahipara,NZ,-35.1667,173.1667,68.5,61,85,4.0,overcast clouds
324,Pandan,PH,14.0453,124.1694,82.81,80,82,0.89,broken clouds
325,Ostrovnoy,RU,68.0531,39.5131,30.0,92,100,9.26,light snow
326,Ikongo,MG,-21.8833,47.4333,75.65,70,39,2.59,scattered clouds
327,Namtsy,RU,62.7161,129.6658,-21.89,95,99,0.76,overcast clouds
328,Formosa Do Rio Preto,BR,-11.0483,-45.1931,72.36,67,67,0.56,broken clouds
329,Manaia,NZ,-39.55,174.1333,68.79,55,27,7.94,scattered clouds
330,Puerto Plata,DO,19.7934,-70.6884,75.11,100,20,0.0,few clouds
331,Necochea,AR,-38.5473,-58.7368,47.03,86,0,8.97,clear sky
332,Mayo,US,38.8876,-76.5119,40.12,68,1,3.0,clear sky
333,Chake Chake,TZ,-5.2459,39.7666,80.89,68,67,3.67,broken clouds
334,Pankrushikha,RU,53.8319,80.3406,14.02,93,100,17.87,light snow
335,Warrington,GB,53.3925,-2.5802,52.45,83,90,1.01,overcast clouds
336,Zhanakorgan,KZ,43.9098,67.2495,30.33,39,55,1.7,broken clouds
337,Harlingen,US,26.1906,-97.6961,64.31,93,1,4.61,clear sky
338,Brownwood,US,31.7093,-98.9912,55.54,43,1,9.22,clear sky
339,Ballina,AU,-28.8667,153.5667,87.84,66,40,11.5,scattered clouds
340,Meulaboh,ID,4.1363,96.1285,83.84,71,90,1.88,overcast clouds
341,Biak,ID,-0.9131,122.8766,84.18,72,54,3.11,broken clouds
342,Souillac,MU,-20.5167,57.5167,79.36,73,40,13.8,scattered clouds
343,Rio Tercero,AR,-32.173,-64.1141,59.49,45,0,4.09,clear sky
344,Jacmel,HT,18.2342,-72.5347,80.44,80,20,4.88,few clouds
345,Salalah,OM,17.0151,54.0924,71.69,64,0,4.61,clear sky
346,Miyako,JP,39.6367,141.9525,50.9,49,12,7.83,few clouds
347,Muskogee,US,35.5834,-95.3336,49.44,42,1,8.05,clear sky
348,Palmer,US,42.1584,-72.3287,37.22,74,20,3.44,few clouds
349,Boa Vista,BR,2.8197,-60.6733,82.38,65,0,5.75,clear sky
350,Abu Samrah,SY,35.3029,37.1841,55.4,85,100,5.95,overcast clouds
351,Gopalur,IN,16.6167,77.8,77.85,80,93,15.93,overcast clouds
352,Naze,JP,28.3667,129.4833,72.52,72,51,15.08,broken clouds
353,Dzaoudzi,YT,-12.7887,45.2699,78.69,83,0,4.61,clear sky
354,Hovd,MN,48.0056,91.6419,10.72,21,0,2.21,clear sky
355,Tynda,RU,55.1667,124.7167,7.97,62,87,2.15,overcast clouds
356,Gushi,CN,34.6425,109.5843,56.75,60,91,3.91,overcast clouds
357,Najran,SA,17.4924,44.1277,59.65,74,2,5.32,clear sky
358,Fomboni,KM,-12.28,43.7425,80.91,71,45,16.02,scattered clouds
359,Tautira,PF,-17.7333,-149.15,84.0,71,20,16.89,few clouds
360,Vanavara,RU,60.34,102.2797,3.2,91,100,6.51,overcast clouds
361,Kokoda,PG,-8.8785,147.7407,83.98,80,58,3.89,broken clouds
362,Milkovo,RU,54.7167,158.6167,14.68,93,98,5.48,overcast clouds
363,Iberia,US,29.9502,-91.7507,53.98,62,1,6.91,clear sky
364,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,65,0,8.99,clear sky
365,Camacha,PT,33.0833,-16.3333,60.22,72,20,8.05,few clouds
366,Ardmore,US,34.1743,-97.1436,52.65,36,1,5.01,clear sky
367,Bibbiena,IT,43.6965,11.8135,48.65,60,17,2.35,few clouds
368,San Patricio,US,28.017,-97.5169,64.81,73,0,5.95,clear sky
369,Tuatapere,NZ,-46.1333,167.6833,50.61,94,100,2.26,overcast clouds
370,Norman Wells,CA,65.282,-126.8329,1.44,85,75,5.75,light snow
371,Ambon,ID,-3.6954,128.1814,89.74,62,40,6.91,scattered clouds
372,Marawi,PH,7.9986,124.2928,76.64,77,69,3.06,broken clouds
373,Vidim,RU,56.4088,103.1106,13.91,91,100,8.41,light snow
374,Coquimbo,CL,-29.9533,-71.3436,56.93,88,90,4.61,overcast clouds
375,Itanagar,IN,27.1,93.6167,70.43,46,2,3.96,clear sky
376,Ciudad Bolivar,VE,8.1222,-63.5497,78.84,75,80,9.37,broken clouds
377,Tornio,FI,65.8481,24.1466,17.62,80,56,7.94,broken clouds
378,Nouna,BF,12.7333,-3.8667,76.05,22,8,6.85,clear sky
379,Manaure,CO,11.7751,-72.4445,78.8,82,89,11.95,overcast clouds
380,Moyale,KE,3.5167,39.0584,70.43,62,66,2.21,broken clouds
381,Ilulissat,GL,69.2167,-51.1,10.42,52,90,5.75,overcast clouds
382,Kimbe,PG,-5.5502,150.1429,78.35,91,100,2.95,moderate rain
383,Sakakah,SA,29.9697,40.2064,58.57,47,80,2.19,broken clouds
384,Selkirk,CA,50.1436,-96.8845,24.1,94,100,6.69,overcast clouds
385,Nampula,MZ,-15.1165,39.2666,71.55,88,0,9.22,clear sky
386,Opuwo,NA,-18.0607,13.84,67.5,25,40,3.36,scattered clouds
387,San Jose,US,37.3394,-121.895,60.04,87,90,10.36,overcast clouds
388,Houma,US,29.5958,-90.7195,59.0,72,0,1.99,clear sky
389,Kaura Namoda,NG,12.5898,6.5779,73.06,18,4,9.08,clear sky
390,Sinegorye,RU,62.0788,150.477,4.87,97,100,2.15,overcast clouds
391,Pondicherry,IN,11.93,79.83,81.37,80,60,4.94,broken clouds
392,Saint-Georges,GD,12.0564,-61.7485,78.48,83,20,2.3,few clouds
393,Sibolga,ID,1.7427,98.7792,85.89,64,90,3.44,overcast clouds
394,Porto Santo,PT,33.072,-16.3415,62.98,72,20,8.05,few clouds
395,Lhokseumawe,ID,5.1801,97.1507,82.87,73,100,2.13,overcast clouds
396,Dubbo,AU,-32.25,148.6167,77.13,53,40,10.36,scattered clouds
397,Dingle,PH,10.9995,122.6711,87.12,68,75,4.63,broken clouds
398,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,67,95,7.72,overcast clouds
399,Porto Novo,BJ,6.4965,2.6036,80.42,91,9,3.85,clear sky
400,Aksu,CN,41.1231,80.2644,34.36,40,0,3.62,clear sky
401,Cooma,AU,-36.2333,149.1333,53.37,87,90,10.36,light rain
402,Shahjahanpur,IN,27.8833,79.9167,70.43,46,100,7.78,overcast clouds
403,Itarema,BR,-2.9248,-39.9167,80.65,75,77,16.93,broken clouds
404,Kaspiysk,RU,42.8816,47.6392,35.78,93,30,6.71,scattered clouds
405,La Asuncion,VE,11.0333,-63.8628,67.73,100,100,8.05,overcast clouds
406,Vicente Guerrero,MX,19.1194,-98.1708,50.36,80,9,10.07,clear sky
407,Sibu,MY,2.3,111.8167,86.31,74,20,5.01,few clouds
408,Isla Vista,US,34.4133,-119.861,59.83,80,1,0.0,haze
409,Inongo,CD,-1.95,18.2667,69.85,95,70,2.55,light rain
410,Cockburn Town,TC,21.4612,-71.1419,80.64,78,37,17.05,scattered clouds
411,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,73.56,72,88,2.77,overcast clouds
412,Atambua,ID,-9.1061,124.8925,85.75,64,99,4.85,overcast clouds
413,Manado,ID,1.487,124.8455,92.17,58,40,5.75,scattered clouds
414,Hithadhoo,MV,-0.6,73.0833,81.97,78,96,21.56,overcast clouds
415,Telimele,GN,10.9167,-13.3333,69.62,73,2,1.54,clear sky
416,Mayang Imphal,IN,24.6167,93.8833,64.45,77,20,2.3,mist
417,Fugen,AT,47.35,11.85,49.28,73,6,3.94,clear sky
418,Abay,KZ,49.6311,72.8539,5.38,75,82,5.66,broken clouds
419,Damara,CF,4.9608,18.7035,73.09,78,42,1.32,scattered clouds
420,Sena Madureira,BR,-9.0656,-68.6569,71.49,99,98,1.9,overcast clouds
421,Sondrio,IT,46.169,9.8692,54.88,51,15,6.02,few clouds
422,Warmbad,NA,-28.45,18.7333,61.48,34,41,2.35,scattered clouds
423,Moniquira,CO,5.8764,-73.5728,59.23,97,85,1.97,overcast clouds
424,Marrakesh,MA,31.6315,-8.0083,57.27,94,40,3.44,scattered clouds
425,Mandalgovi,MN,45.7625,106.2708,21.13,48,100,15.08,overcast clouds
426,Igarka,RU,67.4667,86.5833,-18.4,99,89,9.91,overcast clouds
427,Laurel,US,39.0993,-76.8483,38.66,71,1,1.01,clear sky
428,Bull Savanna,JM,17.8868,-77.5902,73.53,78,87,4.72,overcast clouds
429,Lagoa,PT,39.05,-27.9833,64.78,75,81,23.49,broken clouds
430,Florianopolis,BR,-27.6146,-48.5012,68.43,80,75,1.01,broken clouds
431,Egvekinot,RU,66.3167,-179.1667,0.09,70,34,6.29,scattered clouds
432,Baghdad,IQ,33.3406,44.4009,51.71,58,0,2.3,clear sky
433,Atherton,GB,53.5237,-2.4935,51.71,83,80,7.96,broken clouds
434,Jacareacanga,BR,-6.2222,-57.7528,71.91,98,100,1.66,light rain
435,Elko,US,41.0002,-115.5012,39.63,82,77,1.99,broken clouds
436,Jian,CN,27.1172,114.9793,65.73,72,64,2.51,broken clouds
437,Barra Patuca,HN,15.8,-84.2833,77.94,86,100,6.76,overcast clouds
438,Bandarbeyla,SO,9.4942,50.8122,77.04,73,50,8.01,scattered clouds
439,Gandu,BR,-13.7439,-39.4867,69.26,100,60,1.32,broken clouds
440,Rio Gallegos,AR,-51.6226,-69.2181,48.25,66,0,9.22,clear sky
441,Jasper,US,37.2001,-94.3502,49.01,35,90,1.01,overcast clouds
442,Puro,PH,12.4841,123.3827,84.61,72,35,3.65,scattered clouds
443,Harrison,US,30.4091,-89.0436,53.65,62,1,5.75,clear sky
444,San Quintin,MX,30.4833,-115.95,60.06,89,87,7.02,overcast clouds
445,Virginia Beach,US,36.8529,-75.978,47.01,61,75,12.66,broken clouds
446,Alyangula,AU,-13.8483,136.4192,89.47,66,40,11.5,light rain
447,Champua,IN,22.0833,85.6667,77.27,66,6,2.91,clear sky
448,Iquique,CL,-20.2208,-70.1431,62.64,77,63,1.9,broken clouds
449,Mackay,AU,-21.15,149.2,88.68,54,0,10.36,clear sky
450,Villa De Cura,VE,10.0386,-67.4894,68.32,94,33,2.33,scattered clouds
451,Nalut,LY,30.3333,10.85,59.63,74,100,16.46,overcast clouds
452,Calvinia,ZA,-31.4707,19.776,55.89,55,6,7.02,clear sky
453,Magaria,NE,12.9983,8.9099,73.69,20,8,9.73,clear sky
454,Kenora,CA,49.8167,-94.4337,33.78,74,75,8.05,broken clouds
455,Eston,CA,51.1501,-108.7514,14.13,81,9,7.27,clear sky
456,Cap-Aux-Meules,CA,47.3821,-61.8597,39.22,75,75,20.71,broken clouds
457,Qasigiannguit,GL,68.8193,-51.1922,10.65,78,93,4.7,overcast clouds
458,Kaliua,TZ,-5.0606,31.7936,68.16,68,54,2.84,broken clouds
459,Cuiluan,CN,47.72,128.648,22.55,62,100,1.95,overcast clouds
460,Seoul,KR,37.5683,126.9778,59.41,75,40,2.3,mist
461,Tenenkou,ML,14.4572,-4.9169,75.81,21,7,10.98,clear sky
462,Malinovoye Ozero,RU,51.6753,79.7825,13.46,63,95,14.67,overcast clouds
463,Andenes,NO,69.3143,16.1194,39.18,87,40,28.77,scattered clouds
464,Simdega,IN,22.6167,84.5167,75.83,62,47,3.65,scattered clouds
465,Chicama,PE,-7.8447,-79.1469,61.34,85,72,5.01,broken clouds
466,Haines Junction,CA,60.7522,-137.5108,-22.05,69,10,1.14,clear sky
467,Makaleng,BW,-20.9,27.2833,66.52,80,81,6.85,broken clouds
468,Puerto Escondido,MX,15.85,-97.0667,78.39,70,67,3.83,broken clouds
469,Normandin,CA,48.8333,-72.5321,28.53,69,31,14.97,scattered clouds
470,Harper,LR,4.375,-7.7169,78.42,88,9,7.25,light rain
471,Lompoc,US,34.6391,-120.4579,57.78,91,75,9.22,broken clouds
472,Alakurtti,RU,66.9672,30.3491,20.62,96,100,3.83,light snow
473,Pangoa,PE,-12.1167,-73.0,67.86,100,100,4.0,heavy intensity rain
474,Quincy,US,42.2529,-71.0023,39.29,57,20,1.01,few clouds
475,Kiunga,PG,-6.1219,141.2906,88.7,63,100,3.2,overcast clouds
476,Barcarena,BR,-1.5058,-48.6258,78.85,92,24,6.67,few clouds
477,College,US,64.8569,-147.8028,-15.41,75,20,3.44,few clouds
